repo,agent,rel_path,skill_dir,yaml_name,size_lines,commit_hash,commit_date,commit_message,has_acf_cochange,total_cochanged,provenance_auto,provenance_lana,notes
hathach/tinyusb,OpenAI_Codex,.claude/skills/hil/SKILL.md,.claude/skills,hil,65,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
hmislk/hmis,Claude_Code,.claude/skills/app-configuration/SKILL.md,.claude/skills,app-configuration,56,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
hmislk/hmis,Claude_Code,.claude/skills/commit-code/SKILL.md,.claude/skills,commit-code,58,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
hmislk/hmis,Claude_Code,.claude/skills/database-guide/SKILL.md,.claude/skills,database-guide,70,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
hpcc-systems/HPCC-Platform,Copilot,.github/skills/code-review/SKILL.md,.github/skills,code-review,69,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
iopsystems/rezolus,OpenAI_Codex,.claude/skills/pr/SKILL.md,.claude/skills,pr,99,92187e75b212,2/10/2026,chore(skills): add /pr skill for opening pull requests (#688),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
iopsystems/rezolus,OpenAI_Codex,.claude/skills/release/SKILL.md,.claude/skills,release,138,2db6d1e9ebb3,1/28/2026,feat: add PR-based release workflow (#672),TRUE,6,marketplace_signal,unknown,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
iopsystems/rezolus,OpenAI_Codex,.claude/skills/sync-viewer-symlinks/SKILL.md,.claude/skills,sync-viewer-symlinks,97,aabcb5bf190d,4/10/2026,Refactor metric types from style-based to semantic type system (#766),FALSE,40,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
jihadkhawaja/Egroo,Copilot,.github/skills/agent-framework/SKILL.md,.github/skills,agent-framework,174,f7bf69c97251,3/4/2026,feat: Add agent channel support with mention processing,TRUE,47,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
jihadkhawaja/Egroo,Copilot,.github/skills/ef-core-migrations/SKILL.md,.github/skills,ef-core-migrations,77,f8936078eada,3/14/2026,Agent skills+new messaging features (#224),TRUE,108,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
jihadkhawaja/Egroo,Copilot,.github/skills/mudblazor-theming/SKILL.md,.github/skills,mudblazor-theming,188,f7bf69c97251,3/4/2026,feat: Add agent channel support with mention processing,TRUE,47,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
jlowin/fastmcp,Claude_Code,.claude/skills/code-review/SKILL.md,.claude/skills,reviewing-code,102,16cd343ec51a,1/12/2026,Add agent skills for testing and code review (#2846),TRUE,4,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
jlowin/fastmcp,Claude_Code,.claude/skills/python-tests/SKILL.md,.claude/skills,testing-python,221,16cd343ec51a,1/12/2026,Add agent skills for testing and code review (#2846),TRUE,4,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
jlowin/fastmcp,Claude_Code,.claude/skills/review-issue/SKILL.md,.claude/skills,review-issue,169,0e5ec3759754,5/22/2026,Add review-issue skill for triaging gated external contributions (#4212),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
joshukraine/dotfiles,Claude_Code,claude/.claude/skills/bootstrap-prd/SKILL.md,.claude/skills,bootstrap-prd,173,b7e6a471c391,2/21/2026,feat(claude): add /bootstrap-prd slash command,FALSE,1,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
joshukraine/dotfiles,Claude_Code,claude/.claude/skills/checkpoint/SKILL.md,.claude/skills,checkpoint,71,3bce6a2b4f66,2/9/2026,chore: update Claude commands and global config,TRUE,7,marketplace_signal,from_acf,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
joshukraine/dotfiles,Claude_Code,claude/.claude/skills/create-pr/SKILL.md,.claude/skills,create-pr,98,a89210e62538,7/28/2025,feat: add /create-pr command for automated pull request creation,FALSE,1,scratch_likely,scratch,Automatic signal and commit metadata suggest project-specific creation.
kodustech/kodus-ai,OpenAI_Codex,.claude/skills/kodus-sso-e2e/SKILL.md,.claude/skills,kodus-sso-e2e,226,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
kortix-ai/suna,Cursor,.claude/skills/kortix-design-system/SKILL.md,.claude/skills,kortix-design-system,117,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
kortix-ai/suna,Cursor,.claude/skills/kortix-voice/SKILL.md,.claude/skills,kortix-voice,76,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
kortix-ai/suna,Cursor,.claude/skills/kortix/SKILL.md,.claude/skills,,1,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
ktorio/ktor,OpenAI_Codex,.claude/skills/fix-bug/SKILL.md,.claude/skills,fix-bug,271,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
kube-hetzner/terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/fix-issue/SKILL.md,.claude/skills,fix-issue,236,5ebe6c87f015,2/2/2026,feat: add Claude Code skills for project workflows,FALSE,7,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
kube-hetzner/terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/kh-assistant/SKILL.md,.claude/skills,kh-assistant,544,5ebe6c87f015,2/2/2026,feat: add Claude Code skills for project workflows,FALSE,7,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
kube-hetzner/terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/prepare-release/SKILL.md,.claude/skills,prepare-release,363,5ebe6c87f015,2/2/2026,feat: add Claude Code skills for project workflows,FALSE,7,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
kubetail-org/kubetail,OpenAI_Codex,.claude/skills/release-cli/SKILL.md,.claude/skills,release-cli,75,ce4bccb93338,4/6/2026,docs: update AI guidelines and contributing docs (#1044),TRUE,8,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
kubetail-org/kubetail,OpenAI_Codex,.claude/skills/release-cluster/SKILL.md,.claude/skills,release-cluster,88,ce4bccb93338,4/6/2026,docs: update AI guidelines and contributing docs (#1044),TRUE,8,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
lidofinance/diffyscan,OpenAI_Codex,.claude/skills/add-explorer/SKILL.md,.claude/skills,add-explorer,153,186788ef9887,3/15/2026,feat: add CLAUDE.md and Claude Code skills for diffyscan,TRUE,5,scratch,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
lidofinance/diffyscan,OpenAI_Codex,.claude/skills/debug-diff/SKILL.md,.claude/skills,debug-diff,101,186788ef9887,3/15/2026,feat: add CLAUDE.md and Claude Code skills for diffyscan,TRUE,5,scratch,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
lidofinance/diffyscan,OpenAI_Codex,.claude/skills/new-config/SKILL.md,.claude/skills,new-config,128,186788ef9887,3/15/2026,feat: add CLAUDE.md and Claude Code skills for diffyscan,TRUE,5,scratch,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
lightdash/lightdash,Cursor,.claude/skills/add-warehouse-adapter/SKILL.md,.claude/skills,,127,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
lightdash/lightdash,Cursor,.claude/skills/agent-harness/SKILL.md,.claude/skills,agent-harness,250,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
lightdash/lightdash,Cursor,.claude/skills/breakup-pr/SKILL.md,.claude/skills,breakup-pr,249,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
livingbio/typed-ffmpeg,Copilot,.claude/skills/typed-ffmpeg-usage/SKILL.md,.claude/skills,typed-ffmpeg-usage,799,7c62ddda2367,2/28/2026,Add agent skill file for typed-ffmpeg usage with multi-location support (#813),FALSE,0,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
logiscape/mcp-sdk-php,OpenAI_Codex,.claude/skills/bug-review/SKILL.md,.claude/skills,bug-review,8,16441f101b19,3/22/2026,Add Claude bug review skill,FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
longbridge/gpui-component,Copilot,.claude/skills/gpui-component-dev/SKILL.md,.claude/skills,gpui-component-dev,14,89f766258725,5/28/2026,chore: Consolidate GPUI-related skills into two unified skills (#2405),TRUE,59,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
lumen-notes/lumen,OpenAI_Codex,.claude/skills/changelog/SKILL.md,.claude/skills,changelog,85,d5afe891284d,2/6/2026,Add changelog infrastructure (#660),FALSE,2,scratch_likely,scratch,Automatic signal and commit metadata suggest project-specific creation.
macalbert/envilder,OpenAI_Codex,.github/skills/code-bug-investigation/SKILL.md,.github/skills,code-bug-investigation,116,36600efb912a,5/1/2026,feat(skills): restructure skills & agents system,TRUE,79,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
macalbert/envilder,OpenAI_Codex,.github/skills/code-quality-crap/SKILL.md,.github/skills,code-quality-crap,60,36600efb912a,5/1/2026,feat(skills): restructure skills & agents system,TRUE,79,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
macalbert/envilder,OpenAI_Codex,.github/skills/code-refactoring/SKILL.md,.github/skills,code-refactoring,96,36600efb912a,5/1/2026,feat(skills): restructure skills & agents system,TRUE,79,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
markuplint/markuplint,Copilot,.claude/skills/framework-parsers/SKILL.md,.claude/skills,,124,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
mediar-ai/terminator,OpenAI_Codex,.claude/skills/remote-mcp/skill.md,.claude/skills,remote-mcp,212,83866c086c16,11/27/2025,docs: add remote-mcp skill for controlling remote machines,FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
mediar-ai/terminator,OpenAI_Codex,.claude/skills/terminator-issue-reporter/skill.md,.claude/skills,,190,281aafe2f2b1,10/31/2025,chore: Reorganize and publish @mediar-ai/workflow package,FALSE,61,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
microsoft/PowerToys,Copilot,.github/skills/release-note-generation/SKILL.md,.github/skills,release-note-generation,141,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
microsoft/PowerToys,Copilot,.github/skills/winmd-api-search/SKILL.md,.github/skills,winmd-api-search,193,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
microsoft/PowerToys,Copilot,.github/skills/wpf-to-winui3-migration/SKILL.md,.github/skills,wpf-to-winui3-migration,166,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
microsoft/debugpy,Copilot,.claude/skills/click/SKILL.md,.claude/skills,click,42,6d265e0eda5b,4/3/2026,Add option for ignore all system exit codes (#2017),FALSE,38,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
microsoft/debugpy,Copilot,.claude/skills/django/SKILL.md,.claude/skills,django,48,6d265e0eda5b,4/3/2026,Add option for ignore all system exit codes (#2017),FALSE,38,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
microsoft/debugpy,Copilot,.claude/skills/flask/SKILL.md,.claude/skills,flask,42,6d265e0eda5b,4/3/2026,Add option for ignore all system exit codes (#2017),FALSE,38,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
microsoft/ebpf-for-windows,Copilot,.github/skills/build-ebpf/SKILL.md,.github/skills,build-ebpf,325,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
microsoft/ebpf-for-windows,Copilot,.github/skills/build-prevail/SKILL.md,.github/skills,build-prevail,192,d56dddbc0825,2/17/2026,copilot skills for ebpf (#5005),FALSE,9,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
microsoft/ebpf-for-windows,Copilot,.github/skills/debug-crash-dump/SKILL.md,.github/skills,debug-crash-dump,90,801745bb359a,3/23/2026,docs: add crash dump debugging instructions to copilot-instructions.md (#5077),TRUE,4,from_acf_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
microsoft/garnet,Copilot,.github/skills/add-garnet-command/SKILL.md,.github/skills,add-garnet-command,797,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
microsoft/garnet,Copilot,.github/skills/pr-finalize/SKILL.md,.github/skills,pr-finalize,362,2eb5b6939f2d,3/2/2026,[Docs] Add Copilot instructions and pr-finalize skill (#1579),TRUE,3,scratch,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
microsoft/kiota,Copilot,.github/skills/codegen-literal-security-scan/SKILL.md,.github/skills,codegen-literal-security-scan,67,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
microsoft/msquic,Copilot,.github/skills/investigate-ci-failure/SKILL.md,.github/skills,investigate-ci-failure,200,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
microsoft/openvmm,Copilot,.github/skills/fuzzing/SKILL.md,.github/skills,fuzzing,436,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
microsoft/openvmm,Copilot,.github/skills/guide-maintenance/SKILL.md,.github/skills,guide-maintenance,144,55a2d27bceed,3/12/2026,Add scoped Copilot instructions and Guide maintenance skill (#2948),TRUE,4,from_acf_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
microsoft/openvmm,Copilot,.github/skills/openvmm-ci-investigation/SKILL.md,.github/skills,openvmm-ci-investigation,210,b978de1f42b6,3/13/2026,Add CI failure investigation tooling (#2959),TRUE,4,from_acf_signal,from_acf,"ACF co-changed with skill introduction, suggesting ACF-derived or ACF-synchronized skill."
microsoft/playwright,Copilot,.claude/skills/playwright-dev/SKILL.md,.claude/skills,playwright-dev,20,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
microsoft/playwright,Copilot,.claude/skills/playwright-devops/SKILL.md,.claude/skills,playwright-devops,13,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
microsoft/playwright-dotnet,Copilot,.claude/skills/playwright-roll/SKILL.md,.claude/skills,playwright-roll,107,4cfb5013c8af,1/30/2026,chore: roll 1.58 (#3273),FALSE,16,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
microsoft/powerplatform-vscode,Copilot,.claude/skills/fix-dependabot-alerts/SKILL.md,.claude/skills,fix-dependabot-alerts,141,1ab4990beb6f,1/30/2026,Add fix-dependabot-alerts skill for Claude Code (#1451),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
microsoft/promptflow,Copilot,.github/skills/maf-online-endpoint/SKILL.md,.github/skills,maf-online-endpoint,337,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
microsoft/promptflow,Copilot,.github/skills/maf-prs-job/SKILL.md,.github/skills,maf-prs-job,251,6e76ef49beda,5/5/2026,add flow component migration skill (#4154),FALSE,38,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
microsoft/promptflow,Copilot,.github/skills/maf-tracing/SKILL.md,.github/skills,maf-tracing,365,9308d9e6ec13,4/28/2026,add samples of migration from promptflow to agent framework (#4144),FALSE,257,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
microsoft/python-environment-tools,Copilot,.github/skills/rust-locator-patterns/SKILL.md,.github/skills,rust-locator-patterns,118,f3071556b1fb,5/18/2026,chore: add rust-precommit skill and cross-platform script (#459),FALSE,5,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
microsoft/python-environment-tools,Copilot,.github/skills/rust-precommit/SKILL.md,.github/skills,rust-precommit,48,f3071556b1fb,5/18/2026,chore: add rust-precommit skill and cross-platform script (#459),FALSE,5,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
microsoft/testfx,Copilot,.github/skills/post-release-activities/SKILL.md,.github/skills,post-release-activities,61,3fb0dcfa3ffd,3/3/2026,Create post-release activities skill,FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
microsoft/vs-mef,Copilot,.github/skills/update-library-template/SKILL.md,.github/skills,update-library-template,74,c8b42f289002,2/8/2026,Add Copilot prompt to automate Library.Template updates,FALSE,2,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
microsoft/vs-threading,Copilot,.github/skills/update-library-template/SKILL.md,.github/skills,update-library-template,74,c8b42f289002,2/8/2026,Add Copilot prompt to automate Library.Template updates,FALSE,2,scratch,scratch,Automatic signal and commit metadata suggest project-specific creation.
microsoft/vscode-cosmosdb,Copilot,.github/skills/accessibility-aria-expert/SKILL.md,.github/skills,accessibility-aria-expert,323,983ba67d06ad,3/13/2026,feat: add GitHub Copilot instructions (#2956),TRUE,2,from_acf_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
microsoft/vscode-dotnettools,Copilot,.github/skills/calendar-view/SKILL.md,.github/skills,calendar-view,608,c3a6d2ae2569,4/22/2026,Update label names and behavior,FALSE,4,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
microsoft/vscode-dotnettools,Copilot,.github/skills/canvas/SKILL.md,.github/skills,canvas,99,c3a6d2ae2569,4/22/2026,Update label names and behavior,FALSE,4,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
microsoft/vscode-pull-request-github,Copilot,.github/skills/write-changelog/SKILL.md,.github/skills,write-changelog,75,5927cdb0d275,3/16/2026,Changelog for 0.132.1 (#8596),FALSE,2,scratch_likely,scratch,Automatic signal and commit metadata suggest project-specific creation.
microsoft/vstest,Copilot,.github/skills/creating-skills/SKILL.md,.github/skills,creating-skills,166,e8331773c042,3/5/2026,"Add skill writing skill, skill validating skill, and build and test skill (#15434)",FALSE,4,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
microsoft/vstest,Copilot,.github/skills/expert-review/SKILL.md,.github/skills,expert-reviewing,94,cf5b364850ca,5/14/2026,Add expert-reviewer agent with 16 review dimensions extracted from review history (#15775),FALSE,11,from_acf,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
microsoft/vstest,Copilot,.github/skills/trx-analysis/SKILL.md,.github/skills,trx-analysis,188,6c9778ead1d8,3/13/2026,Add trx analysis skill (#15486),FALSE,1,scratch_likely,scratch,Commit message explicitly introduces or updates project-specific skill files.
microsoft/xdp-for-windows,Copilot,.github/skills/xdp-testing/SKILL.md,.github/skills,xdp-testing,224,64d89cb6e8c6,5/8/2026,Add remote test execution and AI integration (#1017),TRUE,19,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
mizchi/similarity,Claude_Code,.claude/skills/check-similarity-mbt/SKILL.md,.claude/skills,check-similarity-mbt,115,12308c33e89d,4/16/2026,Add Claude Code agent skills for similarity tools,FALSE,2,scratch,scratch,Commit message explicitly introduces or updates project-specific skill files.
mizchi/similarity,Claude_Code,.claude/skills/check-similarity-py/SKILL.md,.claude/skills,check-similarity-py,70,c5f359695c14,4/16/2026,"Add per-language agent skills, remove old check-similarity command",FALSE,4,unknown,scratch,Commit message explicitly introduces or updates project-specific skill files.
mizchi/similarity,Claude_Code,.claude/skills/check-similarity-rs/SKILL.md,.claude/skills,check-similarity-rs,78,c5f359695c14,4/16/2026,"Add per-language agent skills, remove old check-similarity command",FALSE,4,unknown,scratch,Commit message explicitly introduces or updates project-specific skill files.
modelcontextprotocol/csharp-sdk,Copilot,.github/skills/breaking-changes/SKILL.md,.github/skills,breaking-changes,72,604dcaac0672,2/20/2026,"Add release-notes, breaking-changes, and bump-version Copilot skills (#1328)",FALSE,7,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
modelcontextprotocol/csharp-sdk,Copilot,.github/skills/bump-version/SKILL.md,.github/skills,bump-version,75,604dcaac0672,2/20/2026,"Add release-notes, breaking-changes, and bump-version Copilot skills (#1328)",FALSE,7,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
modelcontextprotocol/csharp-sdk,Copilot,.github/skills/issue-triage/SKILL.md,.github/skills,issue-triage,194,123f9728ffc4,3/6/2026,Add issue-triage Copilot skill (#1412),FALSE,3,unknown,scratch,Commit message explicitly introduces or updates project-specific skill files.
mondaycom/vibe,OpenAI_Codex,.claude/skills/vibe-breaking-change/SKILL.md,.claude/skills,vibe-breaking-change,599,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
near/nearcore,Devin,.claude/skills/migrate-pytest/SKILL.md,.claude/skills,migrate-pytest,70,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
near/nearcore,Devin,.claude/skills/pr/SKILL.md,.claude/skills,pr,120,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
neohaskell/NeoHaskell,OpenAI_Codex,.claude/skills/dx-council-cli/SKILL.md,.claude/skills,dx-council-cli,118,de6c362674f2,3/30/2026,feat(service): support internal-only command dispatch (#593),FALSE,43,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
neohaskell/NeoHaskell,OpenAI_Codex,.claude/skills/dx-council-lang/SKILL.md,.claude/skills,dx-council-lang,159,de6c362674f2,3/30/2026,feat(service): support internal-only command dispatch (#593),FALSE,43,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
neohaskell/NeoHaskell,OpenAI_Codex,.claude/skills/feature-pipeline-preview/01-init-pipeline/SKILL.md,.claude/skills,01-init-pipeline,52,36e327d660d7,5/13/2026,ai: add feature-pipeline skill with grounding loop and rubric review-gates (#628),FALSE,65,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
neoneye/PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/extract-parameters-from-digest/SKILL.md,.claude/skills,extract-parameters-from-digest,108,a79672c0d683,5/16/2026,feat(napkin-math): add compressed-digest path for extract-parameters,FALSE,3,unknown,scratch,Available metadata is insufficient to determine provenance confidently.
neoneye/PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/extract-parameters-from-full/SKILL.md,.claude/skills,extract-parameters-from-full,52,2b3a259da6b0,5/15/2026,feat(napkin-math): add parameter modelling pipeline experiment,FALSE,17,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
neoneye/PlanExe,OpenAI_Codex,experiments/napkin_math/.claude/skills/generate-bounds/SKILL.md,.claude/skills,generate-bounds,118,2b3a259da6b0,5/15/2026,feat(napkin-math): add parameter modelling pipeline experiment,FALSE,17,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
nodetool-ai/nodetool,OpenAI_Codex,.claude/skills/nodetool-agent-config/SKILL.md,.claude/skills,nodetool-agent-config,250,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
nodetool-ai/nodetool,OpenAI_Codex,.claude/skills/nodetool-api-reference/SKILL.md,.claude/skills,nodetool-api-reference,297,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
nodetool-ai/nodetool,OpenAI_Codex,.claude/skills/nodetool-browser-agent/SKILL.md,.claude/skills,nodetool-browser-agent,196,3e80325d7a66,4/26/2026,chore: add nodetool and e2e testing claude skills,FALSE,12,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
nrwl/nx-console,OpenAI_Codex,.cursor/skills/link-workspace-packages/SKILL.md,.cursor/skills,link-workspace-packages,128,8.45183E+11,2/16/2026,chore(repo): update to latest ai agent config (#3049),TRUE,30,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
nrwl/nx-console,OpenAI_Codex,.cursor/skills/monitor-ci/SKILL.md,.cursor/skills,monitor-ci,658,5581d361bfce,1/30/2026,chore(repo): add latest ai agent config files (#2996),TRUE,33,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
nrwl/nx-console,OpenAI_Codex,.cursor/skills/nx-generate/SKILL.md,.cursor/skills,nx-generate,167,5581d361bfce,1/30/2026,chore(repo): add latest ai agent config files (#2996),TRUE,33,marketplace_signal,from_acf,Commit message and/or ACF co-change suggests extraction/consolidation from agent context instructions.
numbagg/numbagg,Claude_Code,.claude/skills/running-tend/SKILL.md,.claude/skills,,35,68df657bb83f,3/29/2026,Add tend CI bot (#547),FALSE,8,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
nylas/nylas-nodejs,Devin,.cursor/skills/nylas-nodejs-release/SKILL.md,.cursor/skills,nylas-nodejs-release,149,cf7283df51dc,3/23/2026,V8.0.5 release (#721),FALSE,6,marketplace_signal,marketplace,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
okteto/okteto,OpenAI_Codex,.claude/skills/fix-cves/SKILL.md,.claude/skills,fix-cves,146,4.25612E+11,1/29/2026,add Claude initial context (#4883),TRUE,7,marketplace_signal,from_acf,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
okteto/okteto,OpenAI_Codex,.claude/skills/lessons/SKILL.md,.claude/skills,lessons,81,b7450635380b,3/23/2026,chore(claude): add multi-agent workflow infrastructure (#4946),TRUE,15,marketplace_signal,scratch,Only weak/bulk marketplace signal was available; not enough evidence for marketplace provenance.
okteto/okteto,OpenAI_Codex,.claude/skills/lint-check/SKILL.md,.claude/skills,lint-check,146,c01e9d3a2238,2/12/2026,docs: add cross-references between Claude context files and new-feature skill (#4896),TRUE,7,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
onshinpei/ds-markdown,Cursor,.claude/skills/openspec-apply-change/SKILL.md,.claude/skills,openspec-apply-change,157,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
onshinpei/ds-markdown,Cursor,.claude/skills/openspec-archive-change/SKILL.md,.claude/skills,openspec-archive-change,115,50520073c528,3/3/2026,"Remove .claude from .gitignore and add new OPSX commands for applying, archiving, bulk archiving, continuing, exploring, fast forwarding, creating new changes, onboarding, and syncing specs.",FALSE,42,marketplace_signal,marketplace,Known reusable skill name or OpenSpec skill pattern.
onshinpei/ds-markdown,Cursor,.claude/skills/openspec-bulk-archive-change/SKILL.md,.claude/skills,openspec-bulk-archive-change,247,50520073c528,3/3/2026,"Remove .claude from .gitignore and add new OPSX commands for applying, archiving, bulk archiving, continuing, exploring, fast forwarding, creating new changes, onboarding, and syncing specs.",FALSE,42,marketplace_signal,marketplace,Known reusable skill name or OpenSpec skill pattern.
openai/codex,OpenAI_Codex,.codex/skills/babysit-pr/SKILL.md,.codex/skills,babysit-pr,195,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
openai/codex,OpenAI_Codex,.codex/skills/code-review-breaking-changes/SKILL.md,.codex/skills,code-breaking-changes,13,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
openai/codex,OpenAI_Codex,.codex/skills/code-review-change-size/SKILL.md,.codex/skills,code-review-change-size,12,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
openai/openai-dotnet,Copilot,.github/skills/ingesting-spec/SKILL.md,.github/skills,ingesting-spec,54,1a2e412fc19c,2/18/2026,Add spec-ingestion agent skill for TypeSpec ingestion workflow (#957),FALSE,6,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
openai/openai-dotnet,Copilot,.github/skills/running-tests/SKILL.md,.github/skills,running-tests,120,64a8dc4ea8a0,3/16/2026,Add running-tests skill (#1011),FALSE,17,marketplace_signal,scratch,Commit message explicitly introduces or updates project-specific skill files.
openops-cloud/openops,Copilot,.claude/skills/frontend-build-timing-audit/SKILL.md,.claude/skills,frontend-build-timing-audit,214,,,,,,unknown,unknown,No introduction commit was available in the extracted history.
